,tweets_VBN
692,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT https://t.co/ULiui7RVow https://t.co/vl4CfUDdPm"
693,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT https://t.co/VQGTm8tH9A https://t.co/GBa5kl1iav"
694,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/qq8A3PHHKr"
695,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/KvvLN8VOBL"
696,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/Q42dXTaVst"
697,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/x3QhYejcTU"
698,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/AOXYcdSf9I"
699,Trapped Florida mosquitoes found to contain Zika virus https://t.co/5FBhw3CVCK
700,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees, via @nytimes https://t.co/MVwVcABPTu"
701,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/1Glz7KoxyE
702,Retweeted Fox News Health (@foxnewshealth):  Puerto Rico urged to use aerial spraying to contain Zika virus... https://t.co/gZaR9GTIAk
703,Worried about #Zika? Click here for information about this #mosquito-borne illness: https://t.co/m6Wz9lGzb5
704,Retweeted Kinolai Health (@KinolaiHealth):  #InfectiousDisease US Urges Puerto Rico to Spray for Zika as More... https://t.co/H7Tr7aBAtO
705,Retweeted Cincinnati Today (@TodayCincinnati):  NKY Health Department to monitor local mosquitoes to prevent Zika spread  #news
706,"Faced with growing concerns about the spread of the Zika virus, researchers at Penn created… https://t.co/QGsmJCv6AS https://t.co/qifhUEfsOF"
707,Projected Zika Virus Importation &amp; Ongoing Transmission after Travel to the 2016 Olympic and Paralympic https://t.co/YwIOxiMOIl via @CDCgov
708,Projected #Zika virus importation and ongoing transmission after the 2016 Olympic and Paralympic Games https://t.co/4PF0annF2u
709,Projected #Zika Virus #Importation and Subsequent Ongoing #Transmission after #Travel to the 2016 #O https://t.co/ZBrswXjAFi
710,Projected Zika exposure For people attending Olympics MMWR Does not cover risks to infants and children! https://t.co/NViDryBBcq
711,Projected #ZikaVirus importation &amp; transmission risks from Olympic travellers from @CDCMMWR  https://t.co/3g9t9udKUv #infectiousdisease
712,Projected #Zika Virus #Importation and Subsequent Ongoing #Transmission after... https://t.co/pxkQYny2mK on @bloglovin
713,Stamped up strategy to go after mosquitoes &amp; the Zika virus by MD's Dept of Agriculture. #WJZ @cbsbaltimore
714,Retweeted Senator Harry Reid (@SenatorReid):  Republicans are choosing a seven-week paid vacation over protecting American women from Zika.
715,Projected Zika Virus Importation and Subsequent Ongoing Transmission after Travel to the 2016 ...: High trave... https://t.co/jIi7s7BN88
716,Projected Country #Zika Importation &amp; Subsequent Transmission for 2016 Olympic Travel: https://t.co/R3cVr1Y3J6 https://t.co/WJ26N0bKKc
717,Projected Zika Virus Importation and Subsequent Ongoing Transmission after Travel to the 2016 ... https://t.co/oSmmulzNSd
718,Projected Zika Virus Importation and Subsequent Ongoing Transmission after Travel to the 2016 ...: High... https://t.co/b1x43qAFzs #gyto
719,Projected Zika Virus Importation and Subsequent Ongoing Transmission after Travel to the 2016 ...: ... https://t.co/lofKT3Q94W #Olympics
720,Projected Zika Virus Importation and Subsequent Ongoing Transmission after Travel to the 2016 Olympic and Paralympic…https://t.co/7x8LSmNgqF
721,Projected #ZikaVirus Importation and Subsequent Ongoing Transmission after Travel to #Rio2016  https://t.co/t9xl9LBl8o
722,Projected Zika Virus Importation and Subsequent Ongoing Transmission after the 2016 Olympics: https://t.co/pDNxmFQvvt
723,Integrated vector management strategies to contain Aedes Aegypti and Aedes Albopictus (mosq. likely to spread Zika) https://t.co/dZcKJihC9p
724,"Given the huge spread of #Zika virus globally, do you screen every traveler  even if they don't present with a #febrile illness?"
725,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/vTsSY4zZYd Heartbreaking unnecessary loss of valuable pollinators."
726,Retweeted Popular Science (@PopSci):  Mosquitoes Can Pass Zika Along To Offspring https://t.co/TIqfo0qML7... https://t.co/MOpCPGqmOm
727,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' &amp; likely vast numbers of wild pollinators too. https://t.co/UAqFzb4sKn"
728,Retweeted Rain falls somewhere (@rockefellafilly):  #Trump #TrumpPence16 Inhaling zika mosquitoes??? She can get... https://t.co/sWORBcDQeb
729,Planned Parenthood going door-to-door in Miami to promote abortion over Zika fears. https://t.co/Ch44Ijrppt
730,"Aimed at #Zika Mosquitoes, Spray Kills Millions of #Honeybees https://t.co/k5lH2vzuXv"
731,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/yE5TAt28SN"
732,"Submitted News:  https://t.co/f8J5JJB5eT  $AEMD , $BCRX , $CERS , $INO ; Miami-Dade Mosquitoes Test Positive for Zika  #stocks #trading $$"
733,"Retweeted WHO (@WHO):  Wherever there is a competent vector, i.e. Aedes aegypti mosquitoes, there is a risk that #ZikaVirus could spread"
734,Posted from #HealthNow - 3 #Zika Carrying Mosquitoes Found in Florida. https://t.co/c1cPSAbF9M
735,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/JNbuUcut3r"
736,Retweeted Maternova (@maternova):  @DJWarrenYoung Woman owned business pioneers novel #zika protection. You can... https://t.co/9GqbwHxA2i
737,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/eueJr85kYe https://t.co/6FW295lmgV"
738,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees #Health https://t.co/GpkgNurdU0"
739,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees Officials in Dorchester County, S.C., neglected to war… https://t.co/Go6HwDHypH"
740,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/gUHI6cWl1g"
741,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Spraying | https://t.co/fDRvszGWFq"
742,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/v9fhgcnepE https://t.co/6HG7zfvpLC"
743,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Spraying https://t.co/5cBYh4wX1Y"
744,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/RCtoNqLv7U #health"
745,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Spraying http://www.globalresearch.c"
746,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Sprayi... https://t.co/tbBMVhSdRS"
747,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Spraying https://t.co/Sf0vPgVQQI"
748,Retweeted Zika Virus Alerts (@Zika_Alerts):  Zika mosquitoes absent from most of Georgia https://t.co/SKuL5YYwvt https://t.co/L6vbFdlgHa
749,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/Nohj27o2vy"
750,"Retweeted The Punch Newspapers (@MobilePunch):  Zika virus can live in eyes, spread through tears – Study... https://t.co/SIRVPhRJsc"
751,"Aimed at #Zika Mosquitoes, Spray Kills Millions of Honeybees. Media blows another Epidemic out of proportion.  https://t.co/QGi439GWiF"
752,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Spraying https://"
753,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Spraying  https://t.co/bSZLLOuxzx"
754,"Planned Parenthood has the best infrastructure to help fight the spread of Zika, any bill that sidelines @PPact is NOT a serious bill"
755,Retweeted MOE Singapore (@MOEsg):  What you should know about the Zika virus and find out ways to protect... https://t.co/NJORkXbbQW
756,Worried about aerial spraying? Learn more about efforts to protect pregnant women from #Zika https://t.co/7WwVIhEMlK
757,Worried about aerial spraying? Learn more about efforts to protect pregnant women from #Zika https://t.co/u9Cxn78KOT
758,Retweeted New Straits Times (@NST_Online):  #Zika alert: Blood donation protocol underway to contain spread of... https://t.co/l9XhKz9r1i
759,Surprised that they didn't say she had Zika in order to blame Republicans in Congress
760,Worried about #Zika? #WestNile is still the bigger threat. https://t.co/mAtZK2HZDE #FIGHTtheBITE #ZikaVirus #mosquito #SacCounty #YoloCounty
761,"Retweeted Mark Schoofs (@SchoofsFeed):  In Brazil, the Zika epidemic spread at a pace of one marathon — 26 miles... https://t.co/6fGcNU4JEL"
762,Retweeted JohnsHopkinsMedicine (@HopkinsMedicine):  Do you know how to protect yourself from zthe #Zika... https://t.co/k0iTyGySki
763,"Retweeted NYT Styles (@NYTStyles):  In this summer of Zika, perfumes that double as bug repellent are having a... https://t.co/Oa1gNiLQHA"
764,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
765,Projected Zika Virus Importation and Subs.Ongoing Transmission after Travel to the 2016 Olympic and Paralympic Games https://t.co/Y2YKIVJy6f
766,Headed outdoors? An update on threats from mosquitos https://t.co/Ye6TJ3bZWW
767,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
768,Retweeted DRUDGE REPORT (@DRUDGE_REPORT):  SEX MAY SPREAD ZIKA MORE OFTEN THAN RESEARCHERS SUSPECTED...... https://t.co/txnKCtA0mX
769,Planned Parenthood is on 'the front line of defense in battling Zika?' What's next? Will ISIS say they have a great cure for migraines?
770,Infected mosquitoes to be released in Brazil and Columbia to battle Zika
771,Infected mosquitoes to be released in Brazil and Columbia to battle Zika https://t.co/lY5T2KiUth https://t.co/ieXQbqc8gR
772,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/xEcyDmKupX via @TelegraphSci
773,Infected mosquitos used against Zika-transmitting insects in South America
774,Infected mosquitos used against Zika-transmitting insects in South America: A health worker fumigation densel... https://t.co/O4sxd2EUgw
775,Infected mosquitoes to be released in Brazil and Columbia to battle Zika https://t.co/42qSZJZJkF https://t.co/4xn6qQQquV
776,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/Mn4HyQZw0w via @TelegraphSci
777,Heightened alert to prevent mosquito-borne Zika Virus: In the wake of  reports that the Zika Virus has been de... https://t.co/y6DDZLJc6b
778,Irradiated mosquitoes to help zap Zika's power https://t.co/SpQVCOwB79 https://t.co/Xs3nL4eIiV
779,Retweeted WHO (@WHO):  Women who hv had unprotected sex &amp; may be infected w/ #ZikaVirus shld hv access to... https://t.co/ASMbpb2lOx
780,Retweeted Seattle Post (@Seattle_Post):  Puerto Rico braces for wave of mosquito-borne Zika virus  #local
781,Dreaded Zika virus not found in mosquitoes in Bay Area... https://t.co/ZrUhwZayXF #Zikavirus
782,Dreaded Zika virus not found in mosquitoes in Bay Area... #Zikavirus https://t.co/xExUSpi1zr
783,Dreaded Zika virus not found in mosquitoes in Bay...AU Channel via @amandsst #zikavirus https://t.co/Cfou1t9jIW https://t.co/XxqxzR48wE
784,Retweeted Family Planning 2020 (@FP2020Global):  To stop spread of Zika &amp; prevent other disease outbreaks @USAID... https://t.co/NGt2aXq6ip
785,Infected athletes and fans will spread #Zika virus to all areas of globe.  They should move Olympics somewhere safe. https://t.co/pDT34NyjFN
786,"Retweeted WHO (@WHO):  While mosquitoes are the primary vectors, a person infected w/ #ZikaVirus can also... https://t.co/D2msYLVrfR"
787,"'Bugged mosquitoes' stop Zika spread  Infecting mosquitoes with bacteria could help prevent them spreading Zika, a Brazilian study suggest"
788,'Bugged mosquitoes' stop #Zika spread. #Virus #Virology #Wolbachia https://t.co/IlcqpEetVC
789,'Bugged mosquitoes' stop Zika spread https://t.co/3raDl1sIgL
790,Retweeted NYT Sports (@NYTSports):  Brazil is in turmoil. There's a Zika epidemic. But officials say the Olympics... https://t.co/iD37zFn5oo
791,"Retweeted WHO (@WHO):  #ZikaVirus: Spread of a virus in a new geo area can be explosive, quickly flooding health... https://t.co/sruryN7mTW"
792,Featured this week: Examining the impact of Zika for Drexel and the world #zika https://t.co/7Z8oXwHj4z
793,Retweeted Turlock Mosquito (@Turlock_MAD):  Stanislaus County’s mosquito abatement districts watch for Zika virus... https://t.co/gFHmolN1pA
794,'Bugged mosquitoes' stop Zika spread https://t.co/9m46q9f29E | #Healthcare at declara https://t.co/9RfLr7FuCf
795,Read on to see how #SWFL is prepping to prevent mosquitoes and the #Zikavirus: https://t.co/z4XmlShCYK via @TheNewsPress
796,'Bugged mosquitoes' stop Zika spread https://t.co/hOdRX5aHKc
797,'Bugged mosquitoes' stop Zika spread https://t.co/0ri76RHR7U
798,Counted 18 mosquito bites so bringing Zika home😊
799,"Retweeted GMOGONE (@GMOGONE):  Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - ABC News -... https://t.co/URvsKFT1EO"
800,"Retweeted Joeygiggles (@RSDparents):  Science Info #JGF Tell the FDA what you fear more: Zika, or GMO mosquitoes?... https://t.co/8KrveQCrSB"
801,"Retweeted The Straits Times (@STcom):  Singapore's first #Zika case: 6 things to know about the virus, spread by... https://t.co/ZMfcmjXMd7"
802,Worried about #Zika &amp; pregnancy?  Here are 6 things you can do to promote wellness. https://t.co/dUYeKv0ygw #NWHW https://t.co/lmYZs8HRiy
803,Surprised that they reached any deal. Happy for some additional funding to understand #zika and perhaps #mosquitoes https://t.co/BaJ0fA348N
804,Retweeted Clarke Mosquito (@ClarkeMosquito):  Zika mosquitoes stay close to home -- so protect your family with... https://t.co/Csx2DZGJTP
805,Concerned about mosquitos &amp; #Zika virus? Here are quick tips from @PestWorld to reduce number of mosquitos at home. https://t.co/AChJq8anVb
806,Worried about mosquitos? 5 Places to Vacation #Zika Free This Summer @TravelPulse  https://t.co/f8ftBGiUjA
807,"Retweeted Maryn McKenna (@marynmck):  Zika, a mosquito-borne disease that seems to cause birth defects, is moving... https://t.co/fAbWlLjtgu"
808,Surprised by the 3-cyl petrol in the @TataMotors #Zica. Competent on product attributes. Pricing most crucial.
809,Endorsed retweet from djmillerJA RT suezeecue: Discussion with PAHO rep in Jamaica abt #Zika virus on Beyond the He… https://t.co/taZNYWCGeE
810,Read up on how help prevent spread of Zika -  https://t.co/kfUJtDnneQ
811,Retweeted Yahoo (@Yahoo):  Timeline: Zika's origin and global spread https://t.co/FW7NdWjp83 https://t.co/ztP4E1cNrF
812,Irradiated mosquitoes to help zap #Zika power https://t.co/yPSxeMhZoF via @YahooNews
813,Retweeted MentorHealth (@MentorHealth1):  Queensland home sprayed for mosquitoes after man test positive for Zika... https://t.co/ZWf54nTd0X
814,Worried about #ZikaVirus?   #Nixalite explains the basics: https://t.co/VdCByuuYsj #mosquitoes #PestControl https://t.co/gohO0hTpCQ
815,Retweeted ALFⓋAnimalLib (@ALFAnimalLib):  Report:Genetically modified mosquitoes may be cause of Zika... https://t.co/fobQUDGMM3
816,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/QmMLdqpZ1P"
817,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/qXaJsWC01s"
818,Shared via BBC: Mosquito army released in Zika fight in Brazil &amp;amp; Colombia
819,Modified mosquitoes will be released to help combat #Zika https://t.co/I09Di88C05 @BBCNews #Health #ZikaVirus #news
820,"Worried about #mosquitoes? Then it's time to Tip, Toss and Cover! #Zika https://t.co/h4yeI03qDI"
821,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/V4Kaj1ojqr
822,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/CSDmhz9Ts5
823,Infected mosquitoes to be released in Brazil and Columbia to battle Zika https://t.co/I5SlMe7IJY https://t.co/nRVuanjm2I
824,Infected mosquitoes to be released in Brazil and Columbia to battle Zika: An army of mosquitoes will be infec... https://t.co/0xpzZWNOPM
825,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/QnKV2O8o1R via @TelegraphSci
826,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/RdTvRjf2wc via @TelegraphSci
827,Infected mosquitoes to be released in Brazil and Columbia to battle Zika: An army of mosquitoes will be infec...  https://t.co/9lttp4vunr
828,Infected mosquitoes to be released in Brazil and Columbia to battle Zika https://t.co/WZacb3tj9u
829,Excited to see the @gatesfoundation mosquito control method for Zika. More tomorrow @abtassociates #outbreakready event at the Newseum
830,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/ghpDhJhJ1J #mosquitoes #zika
831,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/77C9kXyFGx via @TelegraphSci
832,Shared via Telegraph: Infected mosquitoes to be released in Brazil and Columbia to battle Zika
833,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/uRy1TKmVu0 https://t.co/zekriDlAyI
834,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  | https://t.co/tZPfSdIe2U https://t.co/NkCAdoTqu5 #tcot #p2
835,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/cwpotcpU8b via @TelegraphSci
836,Infected mosquitoes to be released in Brazil and Columbia to battle Zika  https://t.co/Gwg5pdfCi2
837,"Discarded tyres may be part of the solution, not just a problem for mosquito management https://t.co/y48zrlfyYi via @OldGreyRabbit"
838,Infected mosquitoes to be released in Brazil and Columbia to battle Zika
839,Infected mosquitoes to be released in Brazil and Columbia to battle Zika https://t.co/RUXgrXgad5 https://t.co/d00Fka21xi
840,Infected #mosquitoes to be released in Brazil and Columbia to battle #Zika  https://t.co/SD97lguQrs via @TelegraphSci
841,Retweeted B.D. Mowell (@bdmowell):  Infected #mosquitoes to be released in #Brazil and #Colombia to battle #Zika... https://t.co/4kWPpKTwiQ
842,"Updated Zika virus numbers in NY state, Health officials say stay away... https://t.co/sWnYLNRo5s"
843,Worried about Zika? Just annoyed by mosquitoes? Checkout these tips from @WakeGOV  while you are outside and active. https://t.co/qORAHvaZxt
844,Worried about #mosquitoes and #Zika virus? Learn how to protect yourself: https://t.co/innd4IdG5t
845,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/SsefFEZ4gR
846,Retweeted The New York Times (@nytimes):  It's not just mosquitoes: sex may account for more Zika infections than... https://t.co/nUIQWNzhqB
847,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
848,"Retweeted The Guardian (@guardian):  Zika epidemic has peaked and may run its course within 18 months, say... https://t.co/n75gtrD1ao"
849,"Retweeted Reuters Health (@Reuters_Health):  Zika outbreak to end in 2 to 3 years, scientists predict... https://t.co/ZhmQyfoGlB"
850,"Confused about #Zika? Some helpful tips from @NYCHealthSystem on risks, symptoms, and how to protect yourself: https://t.co/XaSWv9cMJI"
851,Worried about Zika? Just annoyed by mosquitoes? Checkout these tips from @WakeGOV  while you are outside and active. https://t.co/qORAHvaZxt
852,Projected Zika Virus Importation+Subsequent Ongoing Transmission after Travel 2 Olympic+Paralympic Games via @CDCgov https://t.co/mqSWoBzKMr
853,Concerned about the #Zika virus? Make sure you’re protecting yourself from mosquitoes this summer: https://t.co/O8mTY1Fhvg
854,"Retweeted CDC (@CDCgov):  Mosquitoes that carry #Zika lay eggs near standing water. Empty, cover, or throw out... https://t.co/NEcTo2IAJF"
855,Retweeted Sac-Yolo Mosquito (@SYMVCD):  Worried about #Zika? #WestNile is still the bigger threat.... https://t.co/T2AZAhI7Fy
856,"Headed to Vegas to spread some love, cheer, and a little Zika."
857,"Concerned about #Zika? Get the facts about the Zika virus, pregnancy and protecting yourself. https://t.co/xPqghPpJkc"
858,"Retweeted Rep. Marc Veasey (@RepVeasey):  Simple question for @HouseGOP: when will you #DoYourJob? #Zika,... https://t.co/4v0bJGSFBS"
859,"Planned Parenthood Impasse Holding Up CR, Zika, Democrats Say https://t.co/ILc68lcU5P via @MelMcIntire https://t.co/hMy97SymPM"
860,"Planned Parenthood Impasse Holding Up CR, Zika, Democrats Say: Senate Democrats say they haven't received off... https://t.co/kPaRFahIuz"
861,"Planned Parenthood Impasse Holding Up CR, #Zika, Democrats Say https://t.co/AX5TBCbB2Q"
862,"Planned Parenthood Impasse Holding Up CR, #Zika, Democrats Say - Morning Consult https://t.co/GJgISkkZqo"
863,"Selected Articles: The Zika Trigger: CDC Unveils Forced Vaccination and Quarantine Policy, Mass Aerial Spraying https://t.co/4yj3RMIoge"
864,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/2qllpY7eTu https://t.co/fxWNIWx1Ca"
865,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/zSNfSIfidn"
866,Exposed! Florida Gov. Scott’s Undisclosed Interest In ‘Zika’ Mosquito Control Company https://t.co/gwknvkibn4 #payforplay
867,Retweeted AMERICAN Woman (@DivineMoments):  Aerial Spraying for Zika Stirs Controversy in Miami Beach... https://t.co/GNxITnqm5Y
868,"Based on experience, mosquitoes are hardly present trackside or in air conditioned areas. Not as bad as it seems! https://t.co/liuInLATAu"
869,Upset Bc SC killed 2.5 million bees by spraying a pesticide to kill mosquitos as Zika virus prevention #savethebees
870,Failed to restore the confederate flag to federal cemeteries or block Planned Parenthood from stopping Zika spread https://t.co/65pkoye82r
871,Visited Blk 230 yesterday to share information on Zika and remind residents to do their part by eliminating mosquito breeding sites.
872,Listened to Controversy over new Zika spraying in Miam... from World News Roundup @Stitcher @CBSRadioNews https://t.co/oSwp41Fge4
873,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/a5Nxc3mkwK"
874,"Retweeted Hindustan Times (@htTweets):  #Zika could live in eyes, spread through tears: Study... https://t.co/3XM4MIzfSN"
875,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/nw7XnDUteK https://t.co/kGayDzWSzR"
876,Unhinged GOP Senator Brings 100 Zika Mosquitos To The House Floor (VIDEO) https://t.co/flqIU3rw5F https://t.co/8g7KSISfjk
877,Planned aerial spray for #Zika in #MiamiBeach delayed until Friday https://t.co/UyIBTz97Kz https://t.co/mxrewQx5Lt
878,Unhinged #GOP Senator Brings 100 #Zika Mosquitos To The House Floor (VIDEO) https://t.co/tReT02YwiS via @Bipartisan https://t.co/wUi3AaSFlE
879,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/ueCPnoSceY"
880,Scheduled Aerial Spraying w/Toxic Naled for Zika in Miami Beach https://t.co/F3npZylR8z  #Naled #ZikaVirus #Health #mosquitoes #HealthRisks
881,Retweeted Mother Jones (@MotherJones):  Spraying pesticides may not kill Zika mosquitos. https://t.co/QtRV5d3zrs... https://t.co/qiAYe51wOb
882,Retweeted The Straits Times (@STcom):  Nee Soon South steps up fight against mosquitoes to fend off #Zika and... https://t.co/A5exsDmM7z
883,"Retweeted WHO (@WHO):  FACT: Insect repellents that work for mosquitoes carrying dengue, chikungunya, also work for mosquitoes w/ #ZikaVirus"
884,Retweeted ABC News Politics (@ABCPolitics):  More mosquitoes with Zika found in Miami Beach; mayor says 'Zika... https://t.co/jdCDXxRBRo
885,Worried about aerial spraying? Learn more about efforts to protect pregnant women from #Zika https://t.co/biBxbVGgDf
886,Stuck in the woods with a million mosquitos #zika #flattire #cycling #cyclocross @ Guana River… https://t.co/S4A6KYF2F5
887,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/gFPeEVhnUb #APBio @SueSpeirs_RT"
888,Retweeted MacCocktail (@MacCocktail):  'Trump Promises to Build Giant Net to Stop Zika...Will Make Mosquitoes Pay... https://t.co/UAK8W7DvvF
889,Retweeted Radiance Foundation (@lifehaspurpose):  .@PPFA exploits #Zika to promote #abortion. @NEJM study shows... https://t.co/ReuvIZcMcu
890,Loved working with Dr. McMeniman @JohnsHopkinsSPH. Crazy how refined a mosquito's sense of smell is #malaria #zika https://t.co/WapuMy2tyF
891,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/YgflzOKyUR"
892,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees. Why isn't this a surprise? #viciouscircle #biodiversity https://t.co/4YOO6GUaXl"
893,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/pZdZup3DaM"
894,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees, via @nytimes stupid humans ugh😡😫🐝 https://t.co/5AALnFRnx6"
895,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/iJJ1xbkHdL Illegals bring VIRUSES - Govn't spraying with chemicals"
896,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/3PvZIyvTvK"
897,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/NXVT39F3Ie"
898,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/Bid0Xo7m1B"
899,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/2TmJuT9h8G"
900,Retweeted dna (@dna):  Singapore expects Zika to spread as cases surpass 250 https://t.co/uqOBtdzx5j https://t.co/CToAyRgsYN
901,"Wired Blogs: Spraying Mosquitoes by Plane Ain’t Perfect, But It’s the Best We’ve Got for Zika https://t.co/f4F0gHGA8B"
902,Received some amazing advice today from a sign at the airport about not getting the zika virus. 'Don't let mosquitos bite you.' Oh. Thanks.
903,Passed peer review: perturbations in Dengue protein highlights known epitopes &amp; conserved residues in #Zikavirus https://t.co/IbGW0PJeZ3
904,Projected spread of Zika virus in the Americas  https://t.co/tprtQLSSTx #bioRxiv
905,Projected spread of Zika virus in the Americas https://t.co/iqOXpxAuPp
906,Projected spread of Zika virus in the Americas https://t.co/cKaJpMym5S
907,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/Jj3Iix6sfx @ajc"
908,Projected spread of Zika virus in the Americas  https://t.co/WyNOLSkXff
909,"Concerned about mosquitos, especially ones that carry the Zika virus? Let the pest control experts at Bug Man... https://t.co/3XsiTBE3Ms"
910,Retweeted Fox News Health (@foxnewshealth):  FDA takes steps to protect blood supply in Florida amid Zika probe... https://t.co/Zl2ClQo4uG
911,Projected Zika Virus Importation and Subsequent Ongoing Transmission after Travel to the 2016 Olympic games https://t.co/ziLBAhCS16
912,"Projected Zika after Travel to the 2016 Olympic and Paralympic Games — Country-Specific Assessment, July 2016 | MMWR https://t.co/PH46KTGQvi"
913,Projected Zika Virus Importation &amp; Ongoing Transmission after Travel to 2016 Olympic &amp; Paralympic Games @CDCMMWR  https://t.co/jhevEQP9pF
914,Projected #ZikaVirus importation &amp; subsequent transmission after travel to #Rio2016 @CDCMMWR https://t.co/eehCF8QW5p https://t.co/jiNfj7MP0x
915,"Retweeted NBC News Travel (@NBCNewsTravel):  Olympics Unlikely to Spread Zika, CDC Says https://t.co/Xg82403Vgw https://t.co/Ep9aowCHnu"
916,Retweeted CDC (@CDCgov):  #Zika is a disease spread primarily through the bite of an infected Aedes aegypti or... https://t.co/1wQkDNe1kd
917,Projected Zika Virus Importation &amp; Subsequent Ongoing Transmission post Travel to the 2016 Olympic Games https://t.co/lCmDKojzPm via @CDCgov
918,Projected Zika Virus Importation &amp; Ongoing Transmission - 2016 Olympic &amp; Paralympic Games  7/2016 | MMWR https://t.co/ec6myrJeYW via @CDCgov
919,Concerned about #Zika? Take these steps. #mosquitoes #ZikaVirus #healthtips https://t.co/RpPo2bmfZC
920,Synchronized Ineptitude in addressing the spread of the Zika virus #BrazilsGoldMedalEvents
921,Projected #Zika #Virus Importation &amp; Transmission after Travel to #Rio2016 https://t.co/Dox5eRXQXF via @CDCgov #olympics $SNGX #publichealth
922,"Shared via NYT: A New Zika Zone in Miami, but No Reason to Panic, Scientists Say"
