,tweets_VBP
249,"Have no fear. Colorado mosquitoes not likely to spread Zika virus, CSU study finds. https://t.co/uhMaoxcZam by @johningold #copolitics"
250,"Don't teach women to take precautions against contracting the zika virus, teach mosquitos not to mosquito. https://t.co/LQsF1628BB"
251,Do they spray organic food growers also? YES https://t.co/WhE9ffVeff
252,Are the Aedes Aegypti and Albopictu species of mosquitoes in Singapore transmitting the Zika virus now? https://t.co/pWeJwsqOi2
253,Don't feed storm drains! Sweep clippings away from sidewalks/drains to prevent #mosquitoes. #PreventTheBite #Zika https://t.co/OyQ6WF05Ca
254,Don't want no little head babies #lol #zika #mosquitobites #rio #olypics2016 https://t.co/1U1pIltkfb
255,Don't miss these #Zika protection tips in this month's #baby blog: https://t.co/4bKnybZMfL https://t.co/87h8ZMwROe
256,Have you heard of ZIKA virus?   Let's spread awareness about this Virus..  Share with your friends ...  #zika... https://t.co/5x2UZ4IAZE
257,"Think their dumb? Hah get real, how clever is it to hide deadly diseases in lab made mosquitos! #Agenda21 #Eugenics #ZikaVirus #CDC #WHO"
258,Don't know anything bout #ZikaVirus Educating myself Suggest u do same These mosquitoes r lead paint chips w/wings  https://t.co/fdxrCELbyl
259,Do you think the #ZikaVirus will spread through the U.S.? @WKYC Channel 3 - Cleveland... https://t.co/iJXziu5hcW
260,Haven't seen a mosquito in months but am currently terrified by #ZikaVirus
261,Are there other diseases that are spread via both mosquitos and sex? Zika Virus: Two Cases Spread Through Sex https://t.co/9ExjPgcuhN
262,Have standing water that can’t be dumped? Treat w/chemicals to stop #mosquitoes from laying eggs. #zika #dengue https://t.co/ZOnCMddbCV
263,"Don't give #Zika a biting chance, #Texas. Protect yourself from #mosquitoes. https://t.co/FRJU0qFLno"
264,DON'T WORRY U WON'T B ONLY ONE-RIO WILL CARRY IT AROUND WORLD!Zika-Carrying Mosquito BringsYellowFeverEpidemic2Congo https://t.co/t36r6SCWkb
265,Don't think of #ZikaVirus as a mosquito-borne disease. It's also an STD (M-M &amp; M-F proven) &amp; it kills babies or causes terrible defects.
266,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA -- Puppet Masters -- https://t.co/iq3C4TiqE9 https://t.co/umvEE4TFCW"
267,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA https://t.co/dT9gQF6czu Flying pigs at 12 O'clock high."
268,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA https://t.co/uFZfYGcnvf"
269,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA https://t.co/tD5FXKOUzl https://t.co/SWzaCrvyGu"
270,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/Hx3IYlP90k"
271,are people not gonna realize Zika wasn't a problem until they released the gmo mosquito. hmmmmm
272,Do you have tarps in your yard? You might be breeding #zika-carrying mosquitoes! Watch: https://t.co/hUm5yUn4IA https://t.co/UWILW0kGmg
273,Do you have a swimming pool? Are you using it to breed #Zika-carrying #mosquitoes?! https://t.co/3ij1bNw1ZK https://t.co/vA14NNOf9H
274,Don't forget 2 protect yourself from #Mosquito bites! #ZikaVirus @JannaZurita @mridleythomas @CentralBasin @MVCAC1 https://t.co/qju7Lali0M
275,Have you noticed the correlation between spread of Zika virus and rise of Trump's standing? Mere coincidence?  https://t.co/3gaw5i0m2e
276,Do you have a swimming pool? Are you using it to breed #Zika-carrying #mosquitoes?! https://t.co/3ij1bNw1ZK https://t.co/TZ9HA3BsL6
277,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/bwOWEouLWu"
278,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/oYnbLNLXq8"
279,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/jMAWsVbi0P"
280,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/fK6Cnys2Mw"
281,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/F3c49cloX4"
282,have been taking vigorous steps to prevent the spread of the Zika vector-the type of mosquito that can spread #ZikaVIrus. @dfat
283,"Don't understand why melo is going to Brazil this summer,  Let's pray for his health on and off the court! #ZikaVirus #Get some rest"
284,Do you want to be a hero &amp; learn how to protect your neighborhood from #Zika? Sign up to be  #Zika Ambassador! https://t.co/gRVxPUdS8A
285,Don't fall victim to those nasty mosquitos. Call @knoxFABLES  today to help you clean it up! #ZikaVirus
286,Don't #Panic about #Zika. You can #StopZika with #protection from #mosquitos and #sex  #RxForLife https://t.co/M19hKmjg2r
287,Have they made 'Outrunning Zika-bearing Mosquitoes' an Olympic sport for Rio yet?
288,are you having sex with a man that can spread zika? -doctor's inquiry
289,Have you been bitten lately by those pesky mosquitoes?  Do you have concerns about the ZIKA… https://t.co/RpXWrdLOeR
290,"Don't blame @McIlroyRory ,he won't be the last to pull out,how can you be 100% safe from mosquitos on a golf course.#Zika #fuckthat"
291,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/CVGRYRCYwD"
292,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/2vbsuQ8UMT https://t.co/TEdMTrUAvE https://t.co/Qg9ZlsLvZx"
293,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA -- Puppet Masters -- https://t.co/6ApqlKUl7v https://t.co/Z6Yx19LWW2"
294,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/3Ul7M2kRSY"
295,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/h9llohRyfC"
296,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/UZld1ZaQZG"
297,Don't really trust when an article says 'scientists say' #zika https://t.co/4Dx2O9al4Y
298,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/vdRMpHffOw"
299,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/LHB165V797"
300,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/pHvKHjM0cL"
301,"Don't worry - the anti-Zika GM mosquito is safe, s... https://t.co/KCYvucOzuu https://t.co/WxQ1caE6q3"
302,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/c0xT3iTQNB"
303,Don't worry about #zika if you are above 6500 ft (2000 meters). #Mosquitos are afraid of heights. https://t.co/oHx10YoH5n
304,"Don't worry - the anti-Zika GM mosquito is safe, says the FDA - https://t.co/pbaMYQtiNa https://t.co/BOj3dSBPsK"
305,Do you have tarps in your yard? You might be breeding #zika-carrying mosquitoes! Watch: https://t.co/QdOsEppnGw https://t.co/vazJ2hC2Bg
306,Do you have tarps in your yard? You might be breeding #zika-carrying mosquitoes! Watch: https://t.co/QdOsEppnGw https://t.co/alASRz80gs
307,Do you have a swimming pool? Are you using it to breed #Zika-carrying #mosquitoes?! https://t.co/3ij1bNw1ZK https://t.co/dRmkWZXXAO
308,Do you have #zika carrying mosquitoes in your town?  https://t.co/fc8Ag2llYf https://t.co/qmcujpd1Q1
309,Do you think those Zika mosquitoes will make it to Cleveland before the #RepublicanNationalConvention?
310,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
311,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
312,Offer the same protection #American athletes will have in #Rio—start selling @InsectShld4Pets today! https://t.co/61ZAjeA3cM #Zika #Olympics
313,Have you started wearing repellent as a precaution? Connecticut receives funding for Zika @News12CT https://t.co/C4vRCDPM2a
314,"Don't be fooled! Reports pesticides don't kill #Zika mosquitos lie. These R enviro😊, useless liquids. Bring back #DDT. The #CDC incompetent!"
315,Don't panic over Zika (yet): Here are 10 free/cheap ways to ward off mosquitoes this summer https://t.co/HyASYS4UyK https://t.co/QLe9iNQQpz
316,"Don't forget the Zika screening kits, mosquito repellents and drug sniffer dogs https://t.co/DwyxrAxqd4"
317,"Are they going to pay the mosquitos to not bite?: CDC awards $16M to states, territories battling Zika virus https://t.co/pjym2YCIti"
318,"Don't get pregnant Advice due to Zika virus is naive, activists say | Fox News |  https://t.co/TBmV79JtS2"
319,Have you seen these #drones? They're looking for #mosquitos carrying #Zika! https://t.co/VFN1DTHEMX #Houston #ScienceACEs
320,Do those insect repellents really protect you from the #Zika #Virus? https://t.co/v8mehSP6sk via @FTC https://t.co/WfOxSEEa38
321,"Don't you wish they would spend some of that #HillaryHateFest money on say, ZIKA??? https://t.co/HybVqHuF0B"
322,Have you seen #SpilloverPBS? Watch to learn about @USAID PREDICT Project’s role in tracking disease outbreaks. https://t.co/41LynZ8fht @PBS
323,"Don't panic, but #Zika might not be the only #mosquito-borne threat on the horizon: https://t.co/aohVqGg2ax"
324,Don't miss out! Keep those pesky #Mosquitoes away! Especially with the #ZikaVirus now! https://t.co/GVMlzbxSa7 https://t.co/WF4YkYyOd0
325,Don't let the mosquitoes get you while you are #hiking or #camping! #zika #mosquitoes https://t.co/EAbsHdNP1q https://t.co/nirr7dzd5I
326,Don't create a breeding ground for #mosquitoes like leaving out standing water. #Zika  https://t.co/oYbbwF8kSe
327,"Don't let them scare you into abortion! Kill the zika virus misquitoes, not the babies!"
328,Are elderly at risk of Zika Virus? https://t.co/ZgwRokVFLK #Zika #ZikaVirus #health #summer #mosquitoes #pests
329,Don't Guinea Fowl EAT mosquitoes? Probably would be natural predator of Zika wouldn't you think? @KennedyNation https://t.co/2m2QeHcbYI
330,Don't worry about the Zika virus. President Trump will build a wall to keep those mosquitos out.
331,"Don't come to Brazil guys. The beaches are dirty, mosquitoes have Zika, and it's dangerous 😂😂😂 @… https://t.co/vlaLBgfUJV"
332,Don't be sad Don't feel slighted..  ZiKA spraying is coming to  you soon.. So you can cough up your lungs &amp; have miscarriages  ▬Like others!
333,are you guys not the ones who tried to take money from other places to pay for this Zika is not a tool https://t.co/BALWitANtA
334,Don't buy these sketchy Zika products claiming to ward off mosquitoes. They don't work. https://t.co/8jgN3ghxzm
335,Don't get scammed. There is no 'Zika approved bug spray.' Any EPA approved bug spray will work. It doesn't hurt... https://t.co/9hHJzlMcHX
336,Don't hold your breath for a #Zika vaccine within 10 yrs says @henryimiller: focus on zapping mosquitos https://t.co/TXrvGk3qPj via @WSJ
337,"Don't give #Zika a biting chance, #Texas. Protect yourself from #mosquitoes. More info at https://t.co/ZCPR6lmPKf. https://t.co/nWvdcdxDw1"
338,Have you heard of Zika Virus. A virus transmitted by mosquitoes. Do you know that women have been advised to 'postpone' pregnancies.
339,Have the #Zika Virus mosquitoes not boarded the free flight to India yet? https://t.co/c81MBbJIwX
340,Don't get #Zika. Learn to protect yourself from mosquito bites.  https://t.co/Hj6BvIn8G7
341,Aren't mosquitoes synonymous with summertime though? Half the world will stop traveling? #Zika #Tourism
342,Want to hear what @womenslink  wants to say about Zika virus? you can  do it here https://t.co/wuwGeWksH9
343,Don't worry about the Zika virus. President Trump will build a big beautiful mosquito net and make the mosquitoes pay for it.
344,Have a front yard and hate mosquitoes?  Be a part of this local Zika study! https://t.co/PgPKHoDX9v
345,Do you have tarps in your yard? You might be breeding #zika-carrying mosquitoes! Watch: https://t.co/hUm5yUn4IA https://t.co/mUhOO4OXwK
346,Have any of these outdoor misquito spray companies thought about spending the next 3 months in Brazil? Might payoff. #ZikaVirus #olympics
347,Do you have tarps in your yard? You might be breeding #zika-carrying mosquitoes! Watch: https://t.co/QdOsEppnGw https://t.co/pbwIYI5EUy
348,don't worry you can decrease your risk of getting the Zika virus by not getting bit by mosquitos 🙃
349,Do you have a swimming pool? Are you using it to breed #Zika-carrying #mosquitoes?! https://t.co/mBkHm38prJ https://t.co/CQqfciC8yI
350,"Hope it's true! &gt;&gt; Zika outbreak unlikely in Bay Area, health experts say https://t.co/kR5jusfMoq"
351,DON'T TELL PORKIES WHO issues new guidance for mosquito control amid Zika outbreaks: The Wor... https://t.co/LT28e1UIxn #rochdale #oldham
352,don't say a word Zika virus: Pregnant women told NOT to travel to areas affected by epidem... https://t.co/hcfLqu1p9G RT #fks #wild#drugs
353,"are blocked from years but side walk houses still discharges dirty water in it creating cloacks used by mosquitos (dengues, Zika) as (4/6)"
354,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
355,Have you heard the buzz about the #Zika Design Challenge? #Engineers wanted to combat mosquitos. https://t.co/kH92wq8pEm
356,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
357,Haven't heard of 1 single mosquito at Olympics. #Rio2016 #Olympics #Zika #DontBelieveTheHype
358,Don't feed storm drains! Sweep clippings away from sidewalks/drains to prevent #mosquitoes. #PreventTheBite #Zika https://t.co/qodGL0spoq
359,Don't forget mosquito population explosion as standing water remains during cleanup. #Zika https://t.co/QpoJucwmiF
360,Do those insect repellents really protect you from the #ZikaVirus? https://t.co/v8mehSP6sk via @FTC https://t.co/XxWuXAxez0
361,Don't they also carry #Lyme? “@Independent: Eight mosquito-borne diseases that aren’t Zika https://t.co/AxNzFxYrKK https://t.co/SUJBWfMwTp”
362,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into Brazil three year… https://t.co/zQ098jkRSE
363,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into Brazil three year… https://t.co/6KdyK1PgpJ
364,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into Brazil three ... https://t.co/uECZqcK3UN
365,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into Brazil three years… https://t.co/qW2Zvy1DlO
366,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into ... https://t.co/2lXZJdYnle
367,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos… https://t.co/QWfgTVW0O6 https://t.co/rxPgZ70lZY
368,Have you heard about the new mosquito-borne disease #Zika? What you need to know and how to help prevent bites: https://t.co/9TfyE6f4nj
369,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos… https://t.co/XNg35Q2LUH
370,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into ...: Concerns... https://t.co/LRSCGIxUco
371,Are scientists to blame for Zika virus? Researchers released genetically modified mosquitos into Brazil 3 years ago https://t.co/78xN9NijXr
372,Are scientists to blame for Zika virus? https://t.co/clEiHND3wU via @MailOnline similar to Mosquitos infected with Lyme disease
373,Don't encourage the growth of or be bitten by mosquitoes and if ill remain in isolation - regional health authorities #Zika #Caribbean
374,Don't trust Geo Engineer Mosquitoes- 15% failure due to antibiotic resistance. Could end in life ending mosquitoe bites- No Joke. #Zika
375,"Don't Panic, Prepare: Mosquitoes now spreading #Zika in U.S. https://t.co/YtaXVhz9d7 via @TribLIVE"
376,Don't feed storm drains! Sweep clippings away from sidewalks/drains to prevent #mosquitoes. #PreventTheBite #Zika https://t.co/0EKMWj8tKq
377,Didn't even make front page news! 'More Locally Spread  #Zika Infections Found in Miami Neighborhood' #fundzika https://t.co/tJw42sroWN
378,"Haven't seen mosquitoes spreading Zika in TN, but still do your part on #MosquitoMonday. https://t.co/0l4n5urpAb https://t.co/bvwixN3uKu"
379,don't say a word Zika Florida outbreak: Pregnant tourists urged to avoid parts of Miami a... https://t.co/vGxIHsd4uF RT #fks #wild#drugs
380,don't say a word Rio 2016 Olympic Games Zika risk to be evaluated by World Health Organiz... https://t.co/5aDw3RlFup RT #fks #wild#drugs
381,"Have you heard?  Disney, Universal, and Sea World will be providing Free insect repellent with the current Zika... https://t.co/yCL6JNgGNg"
382,Don't give Zika a biting chance. Learn how to protect yourself and family at https://t.co/1rekJba0zm. https://t.co/yyKPdcCQ5p
383,Don't miss the #AtoZika Twitter Town Hall tomorrow with @HHSGov! #zikachat #Zika  #mosquitoes
384,Have you seen CDC’s #Zika activity book? Good tool to educate children about mosquito bites: https://t.co/luaWITbWTz #NPsLead
385,Do you think @MackayIM @GizmodoAU spread of #Zika virus to Australia is inevitable? Would it be surprising if already here?
386,Don't travel to #Brazil ! Panic as #mosquito virus is linked to brain damage in thousands of babies https://t.co/gcgDFyYlr8 #zikavirus
387,Are elderly at risk of Zika Virus? https://t.co/qjpbC7WRor #Zika #ZikaVirus #health #summer #mosquitoes #pests https://t.co/g3gF7DN2kG
388,Don't let #ZIKV get you. Kill #mosquitoes easily with this #diy trap http://t.co/7tO9JGGto3 Please retweet! http://t.co/eRHbuTNUhe
389,"Have you ever looked at a mosquito and been like, 'that one DEFINITELY had zika!'"
390,Don't forget your insect repellent! @CDCgov confirms local transmission of #Zikavirus in Colombia and Suriname. https://t.co/Od5XAcmKXX
391,Have you been to an area with Zika virus transmission? #ZapZika by using insect repellent for at least 3 weeks. https://t.co/hV5v8hoGPg
392,"Don't panic, kill mosquitoes. #ZikaVirus #LetUsSpray #LetUsPray"
393,are Dr rotimi: Zika virus is spread to people through mosquito bites. The most common symptoms of Zika virus... https://t.co/JDAXyh9yXT
394,"Have seen stories, this is spread by GE mosquitoes, and Zika is GE rubella. Check it out.... https://t.co/F5yJYjvQ7i"
395,Think it's safe to say avoid vaccines when your pregnant:  https://t.co/rlZ4vrF6B3 Why would you risk it when vaccine makers aren't liable?
396,Don't forget to protect your pets from the Zika virus 💛 it is contractable through pets and may also affect pups #ZikaVirus #dogsoftwitter
397,Are a moscito (Zica) going to bring down the Catholic Church and force them to start respect women and their right to choose.
398,Do you have a swimming pool? Are you using it to breed #Zika-carrying #mosquitoes?! https://t.co/3ij1bNw1ZK https://t.co/YbGLpygl0x
399,Have a front yard and hate mosquitos? @6 Find out how you can help trap the Zika transmitting insects all for research @News4SA
400,"Have you watched the new video featuring @SesameStreet's Elmo &amp; Raya? if the mosquito can't bite you, bye-bye #Zika https://t.co/4WYrsah9mF"
401,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
402,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
403,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
404,Don't blame sports for Zika's spread - Science Magazine https://t.co/S5u7qi3w02 #economy
405,Don't blame sports for Zika's spread - Science Magazine https://t.co/XeHPPw8hMD
406,Don't blame sports for Zika's spread - Science Magazine https://t.co/DnMvPqiWYd
407,Don't blame sports for Zika's spread https://t.co/9zyp8sWqCp
408,Don't blame sports for #Zika's spread: Tahitian team plays in Recife “is a great story but who knows if it's true.” https://t.co/gPHApL3gM9
409,Don't blame sports for Zika's spread: #Zika arrived in 2013 as flights to Brazil from endemic countries rose by 50% https://t.co/v47YmsygFa
410,Don't blame sports for #Zika spread https://t.co/3btQg2vSVW
411,Don't blame sports for Zika's spread - Science Magazine https://t.co/il9KfXhTiX
412,Don't blame sports for Zika's spread https://t.co/hfqn5ROK2P
413,Don't have surgery or make babies or have sex... Zika now said to infect the blood supply and spread via sexual... https://t.co/mE7BryptCr
414,"Have you hard of #Zika virus? Mosiquo born first isolated from Rhesus monkeys, sound familiar?    https://t.co/p21rllm1g8"
415,"Don't panic, 'very low' risk of Zika virus spread at Rio Olympics: WHO  https://t.co/lborgko3lY https://t.co/pnPCWVUy3k"
416,Don't let the Zika Virus ruin your summer. Mosquitos are a part of summer but check out this site to inform you... https://t.co/IglM0uWboK
417,"Don't forget the bugspray this summer! If you're in a Zika area: clear out under your bed regularly, too. https://t.co/uqOea5V5Lm"
418,Have you heard? County buys bat boxes to battle disease-carrying mosquitoes https://t.co/SQKtOITPaR #Zika #PublicHealth
419,"Don't give into the scam, these products won't protect you from the Zika virus   https://t.co/Dw8dgbFMCO"
420,am protecting myself from Zika virus
421,"Don't forget your bug spray out there, kids. Four more cases of Zika were confirmed in Florida. https://t.co/ngZYNLtHon"
422,Don't forget #Zika mosquitoes bite all day! Take precautions when outdoors https://t.co/c4JK4RJeAA #AtoZika #gno https://t.co/Ria2Pul4Gp
423,"Don't forget the #sunscreen, #lifeguards. And, while you're at it, make sure to apply #bugspray. Because...#Zika. #LifeguardProbs #ZikaVirus"
424,Don't forget to protect yourself and your family.  Here's how:  #Zika https://t.co/gGrQmhKIcC
425,Have you ever killed a mosquito and thought about how many people you just saved from being infected by the Zika virus?! 😎 #savior
426,Don't get caught up in #scam products that claim to prevent mosquito bites and protect from #Zika: https://t.co/W06hrGX8VL
427,Don't fear Zika. Fear the 'vaccine' they say will protect you. This is the real #Endgame. https://t.co/t5vvVbY4hB
428,Don't wear scents when your outside at night in Florida as mosquitos love it! Some folks overdue the cologne. Go scentless.#Zika
429,Are the bats Florida wants to import to eat # Zika mosquitoes #H1B bats or will they be “undocumented immigrant” bats?
430,Have you traveled to an area with Zika? Stop the spread by following a few simple steps. https://t.co/NEQvYl82jx
431,Are they going to adopt and pay for a lifetime of care for those Zika born babies too far along to be aborted?  https://t.co/VH1y1p9dtq
432,Are they sure mosquitoes are the main carriers of the zika virus!? https://t.co/jgMsExgdUC
433,Do you have questions about Zika? Get the latest information about staying safe - and remember to use that bug spray https://t.co/bxHxfucpmA
434,Don't get the whole Hope Solo thing....they have a Zika problem. You need mosquito repellent. Was a joke. Whatever.
435,Don't worry it's just INSECTICIDE! @RealAlexJones   BBC Miami sprayed with insecticide in effort to stop Zika spread https://t.co/tw3H6qtdR3
436,Do regular Home Defense bug sprays work against Zika or must it be Deet or mosquito specific pesticide? @cspanwj
437,"Don't be fooled by scammers. Arm yourself with knowledge.  Scammers, Bug Spray Companies Capitalizing on Zika Fears… https://t.co/hSbtKPiojA"
438,Don't worry about Zika at the Olympics say Rios's herbalists and witch ... - https://t.co/MuZs0whK83 https://t.co/rMbq7kWusl
439,Are the #OlympicGames going to spread #Zika? Check out this link and weigh in: https://t.co/dkvfWohxin https://t.co/bUhYqmOTwz
440,Are the #Olympics2016 gonna have a medal count on the screen for how many mosquitos have medaled in the Zika Competition? #OpeningCeremony
441,Don't give Zika a biting chance. Learn how to protect yourself and family at https://t.co/1rekJba0zm. https://t.co/yyKPdcCQ5p
442,are these meant to represent mosquitoes spreading zika or
443,Are the microorganisms in the performance ment to show how the zika virus was spread or something #OpeningCeremony
444,Don't think it's a good idea to promote the Zika virus in the #OpeningCeremony #Rio2016 https://t.co/BWpjKuXjdO
445,Hope the torch has citronella to keep the zika 'squitos away!! #OpeningCeremony
446,Are the zika virus mosquitos only attracted to golf players.  No 1 else seems to b pulling out of the Olympics
447,Don't be tempted to say 'Dems and GOP BOTH blocked #Zika bills! They're equally obstructive.' Utter nonsense. Government shut down all over.
448,Don't let Zika or other mosquito-born viruses prosper in Paradise - good list of tips here: https://t.co/r5d06h8aOe
449,Don't let the Zika Virus get you. AVON Skin So Soft is 80% as effective as Deet to repel mosquitoes. STOCK UP NOW https://t.co/VTlWLMwsQe
450,Have questions about mosquito's? Clark has answers! #mosquitos #westnile #zika... https://t.co/u0nqISNSsv
451,Don't let #mosquitoes breed around your home. #Zika #Zikavirus #healthtips https://t.co/mVsmyWVcrE
452,Don't go to Miami .. Its all infected with zika mosquito's . two ppl just died this week https://t.co/TDDqTwMnAR
453,Have you been wondering where Zika Mosquitoes are in the US? Check out the map https://t.co/2hBo6603z1
454,"Don't give Zika a biting chance!  Follow these 6 simple steps to protect yourself.   To learn more about, visit... https://t.co/J7diSYrZH5"
455,Don't you SEE?  'mosque'?! 'MOSQUito'?!  ZIKA VIRUS?!@  #WakeUpSheeple
456,Have you met Bob? Bob knows how to prevent #mosquito bites that could cause #WestNile or #Zika viruses. #BeLikeBob https://t.co/bsGDRq9u2V
457,Don't blame sports for Zika's spread - Science Magazine https://t.co/A3FTNiN4qP
458,Don't blame sports for Zika's spread - Science Magazine https://t.co/gPujIamFnQ
459,Don't blame sports for Zika's spread - Science Magazine https://t.co/nQNvehWTZu
460,Don't blame sports for Zika's spread - Science Magazine https://t.co/tkGMnbIWFk
461,Don't blame sports for Zika's spread https://t.co/sKRDcQpeSm
462,Don't blame sports for Zika's spread https://t.co/WqLvCQ98Wo
463,Don't forget Avon Skin So Soft is an insect repellent https://t.co/F8wQ45Kv1l #DelawareBlogger #ZikaVirus #Rio
464,Don't blame sports for Zika's spread https://t.co/snJwhrgOS1
465,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3tai1Q
466,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3trSTo
467,"Don't worry for Zica, all the mosquitoes are here in this room, you guys are safe."
468,Do you think Florida health officials are doing enough to help combat the spread of Zika?
469,"Have a pond? Add turtles, they will eat the mosquito eggs and help reduce your risk of Zika."
470,Don't want #Zika or West Nile Virus? Just hate mosquitos? check out this white paper https://t.co/Z0BdGEHeT0 #health
471,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3trSTo
472,"Don't get 'STUCK' with the #ZikaVirus, Repel it with SalveTheWay Mosquito and Bug Salve @CBSThisMorning @TheDoctors @krqe @TheEllenShow :)"
473,Have you heard ‘MC TONY - DEU ZICA- O MOSQUITO PIKAAAAA’ by Sylvio D'avila on #SoundCloud? #np https://t.co/LZ0l3trSTo
474,Don't blame sports for Zika's spread https://t.co/1gNCrG6qji
475,Don't let the makers of DEET scare you into thinking DEET is the only thing for Zika mosquito.  Don't be fooled.  Go Essential oils!
476,Don't use pesticides to get rid of mosquitoes. Use nature instead! https://t.co/bN6m0rWm3p
477,Don't let the mosquitoes get you while you are #hiking or #camping! #zika #mosquitoes https://t.co/zpQCjboSyL
478,Want to support research on Zika and mosquitos? Now is your chance! #cfaes #crowdfunding https://t.co/UWsnRytsVU
479,Don't Fall For The Latest Zika Virus Conspiracy Theory: @SpeakerRyan @WashTimes Say NO to more Obama requeste... https://t.co/tm4nkorZB1
480,Are the genetically modified male mosquitos the new way to fight #Zika and other #viruses. #Benghazi #infection #Tripoli
481,don't nobody care what rubio got to say about zika mannnnn *martin voice
482,"Have you traveled to a country that has #ZikaVirus? If so, learn how to protect you &amp; your partner upon your return https://t.co/nwslm7A23U"
483,Haven't heard much from the protect the unborn camp about the threat of Zika 🤔🤔🤔🤔
484,Have you taken a Zika test? Did you pay or was it free? Did your insurance cover it or was it out of pocket? Let's chat: emdrumss3@gmail.com
485,Don't ignore the Zika warnings: How to kill disease-carrying mosquitoes at home https://t.co/NtNzgkQFZZ
486,Didn't they say the same think in Brazil???  #zika #science https://t.co/S6pJnJNDCD
487,Don't ignore the Zika warnings: How to avoid disease-carrying mosquitoes at home https://t.co/Ch6JyduuM7 https://t.co/ocBtaBs44Q
488,Don't ignore the Zika warnings: How to avoid disease-carrying mosquitoes at home https://t.co/ofnWIqhUb4 https://t.co/hSfSppwxOY via TODA…
489,Don't ignore the Zika warnings: How to kill disease-carrying mosquitoes at home: Tips for preventing mosquito... https://t.co/xWyhjXWmgB
490,Have you heard Culex mosquitoes might also carry the Zika Virus? That's not good. #ZikaVirus https://t.co/XHG1SPUlYG https://t.co/SWmTai00un
