,Unnamed: 0,tweets_pronouns,Notes,FP,Observe mosquito,Mosquito Bite,Observe spraying,General spraying observation,Spraying for self,Spraying for someone else,Other kind of intervention,Environmental consequences,Conspiracies,id
177,6679,"I hope Congress, will stop playing politics and work quickly to fund critical-response efforts to protect pregnant women against Zika.",,1.0,,,,,,,,,,753695588164612096
178,23388,"Zika 101- The Missing Medical School Lectures https://t.co/s5Rol2nNBp via @YouTube There is No reason to spray us like bugs with neurotoxin,",,,,,,,,,,,,764449493618200576
179,2005,"Zika spraying has killed millions of honeybees, beekeepers say https://t.co/qTWVY6UBrT https://t.co/iPAJjXAizY i… https://t.co/iWfLzlFmoO",,,,,,,,,,,,771495238447820800
180,21922,@SenateRPC @SenateGOP we protected vaginas from Republicans #Zika #ZikaVirus https://t.co/6zNywCjQ2d,,,,,,,,,,,,747824868960280577
181,18666,"Our job is to to protect pregnant woman, Gov. Rick Scott says at Zika roundtable in Naples. #zika",,,,,,,,,,,,770263181117849600
182,3783,@FLGovScott either Zika's gonna kill us here in Miami or the spray for them will. #MoreLuckyAmericans,,1.0,,,,,,,,,,776786100052488196
183,32758,Yo i got so spooked about Zika cause I'm going to DR in May but I found out I can bring bug spray on the plane SO ITS FUCKING LIT,,1.0,,,,,1.0,,,,,695350742006169604
184,7935,"Zika has arrived in Florida.   To protect us, President Trump will build a giant mosquito net.   The mosquitos will pay for the net.",,,,,,,,,,,,759038885578113024
185,3400,'We cannot spray our way out of this.' Why current methods of controlling #Zika mosquitoes may be a lost cause.  https://t.co/FFQ0n2YHns,,,,,,,,,,,,727629849938923521
186,1996,@phil500 also they are being poisoned as we spray for Zika 😫,,1.0,,,,,,,,,,771490083543388160
187,26407,Just in case y'all sleep ... I've been seeing less bees this year... Since they been spraying that anti-zika... https://t.co/aY8PyDdyCI,,1.0,,,,,,,,1.0,,782277179228979200
188,24361,#marshablackburn protecting infants lives I don't think so.  Slew of anti-abortion laws may thwart Zika research https://t.co/18dyL3mvQW,,,,,,,,,,,,714074655691259904
189,23454,Watch out for the Zika virus. I mean not that we would even know 😂 just wear the spray girl so ur babies are beautiful.,,1.0,,,,,,,,,,764609766672871426
190,2895,"NFR: Many questions about Zika, spraying, bees and more.  We present  one side of this multi-sided  conflicting,... https://t.co/tYZaqtSW77",,,,,,,,,,,,772044528958181376
191,20688,My mama sends me a message telling me to make sure I protect myself cause the Zika virus going around . . . but how 🤔🤔,,1.0,,,,,,,,,,763464127524188160
192,9328,In this informative video HRC tells us Zika is transmitted through mosquitos and we should use mosquito repellant https://t.co/aZwfLyzltg,,,,,,,,,,,,767798214980411392
193,24983,@SpeakerRyan Where's the money for protecting citizens from Zika? Have you no soul? I support PP and ALL women's rights!,,1.0,,,,,,,,,,759323462301253632
194,5393,Many of you have asked if our Avon Bug Guard products protect against the Zika virus. The best way to prevent... https://t.co/2pVJPeRjIH,,,,,,,,,,,,731151637075636225
195,11335,Mosquitoes' rapid spread poses threat beyond Zika - Reuters I'm stocking up on skin so soft by Avon n bug spray  https://t.co/3TCckZ6gIn,,1.0,,,,,1.0,,,,,709176272467959808
196,27902,may Allah protect us from zika,,1.0,,,,,,,,,,694927892233347072
197,9211,Seen people posting angrily about NYC spraying for Zika mosquitoes in predominantly DR &amp; PR neighborhoods. Am I naive for being relieved?,,1.0,,,,,,,,,,767556838791389184
198,4586,"@MackayIM I mean. I know no immunology, but it might make sense that specific Zika AB's protect from 2nd Zika infection?",,1.0,,,,,,,,,,773003927520419840
199,31089,#Zika in the U.S is about to get bigger than people think! Do you have a protection plan? https://t.co/JerXinFQ4h https://t.co/gwqFxRGyHE,,,,,,,,,,,,756235861696577536
200,7123,"There is so much about #ZikaVirus we don't know. In order to be as prepared as possible to protect women &amp; children, new funding is needed.",,1.0,,,,,,,,,,730437357523062784
201,18767,Will condoms and repellent be enough to protect our athletes from Zika virus in Rio? https://t.co/Wv0WbeaNCv,,,,,,,,,,,,741081763498229760
202,2673,"@CNN Anything man puts his hands in/on, he has a tendency to fu*k it up! You get my point? #Honeybees #medicine #food #gas #Zika spraying",,1.0,,,,,,,,,,771882859829219329
203,24732,"It's time to stop playing political games, and start protecting our citizens against the Zika virus. https://t.co/HAQDF0CZM9",,,,,,,,,,,,774261735477903360
204,5545,@heyitsmelo I have a question for you: Do you believe and unborn child deserves to be protected from the Zika Virus?,,1.0,,,,,,,,,,791379650022871044
205,15307,"Republicans: our first priority is to protect Americans!  Also, republicans: no, we won't fund Zika virus research!  https://t.co/ocIZ22TOc8",,,,,,,,,,,,712706513492512769
206,26682,"Lady filling basket with bug spray. Another woman asks if she's going on vacation. 'Yes, Costa Rica. I'm a little beyond nervous.' #zika",,1.0,,,,,,,,,,755483177846657024
207,2379,We need tools &amp; resources to protect Americans from #ZikaVirus. Join @PublicHealth in telling Congress to act now: https://t.co/vzxFs0rrDG,,,,,,,,,,,,752680081139478528
208,21161,I wonder if that spray will make the people sick!!!! #Zika #msnbc,,1.0,,,,,,,,,,761223308784218114
209,13346,They spraying pesticides for Zika now. I wonder what else they spraying.,,1.0,,,1.0,,,,,,,770506665728835584
210,32231,Our Bug Baffler products can help protect you from #Zika at the 2016 @Olympics! #staysafe #Rio2016 #insectprotection,,,,,,,,,,,,737677029127114752
211,21538,Hopefully Zika never reaches Dallas because I don't like to put on mosquito spray.,,1.0,,,,,,,,,,761453617362587648
212,6593,#Zika no problem we make the finest all natural repellent on the market  Made in USA free shipping https://t.co/2xFqAWV2eN,,,,,,,,,,,,758751696096854018
213,31059,Avoiding the risk of Zika involves more than bug spray. We need policies that protect reproductive health: https://t.co/Jd8Tf1yXcZ,,,,,,,,,,,,756158107953274881
214,16713,Also copped some bug repellent that's 98.11% Deet. I'm not playing with these hoe ass Zika mosquitos in Costa Rica.,,1.0,,,,,1.0,,,,,760656629415174144
215,15465,6 more days till I I'm in Jamaica got to start packing though. Get all the bug spray and stuff mosquitos ain't no joke and zika.,,1.0,,,,,1.0,,,,,760325497687531520
216,2763,'Stop. This is crazy... We can't live without these honeybees': Zika spraying kills... https://t.co/AexilLZTuk by @CNN via @c0nvey,,,,,,,,,,,,771926150662721536
217,3924,"Lord knows what else is in the spray- damaging to us??? Zika's an easy, unGodly scary justification for malintent https://t.co/d5wcEMtkm2",,1.0,,,,,,,,,,771554234336587776
218,1782,Houston's mosquito hunters take on Zika: 'We cannot spray our way out' https://t.co/q2selcKK5c #GoodbyeMosquitoes #HelloYard,,,,,,,,,,,,771383870126116864
219,7543,"#SoFL, stay informed on #Zikavirus. Visit us to learn valuable mosquito facts &amp; how to protect yourself from Zika.… https://t.co/ZFdllt6bA1",,,,,,,,,,,,788733965012131840
220,10552,@Oooooo_Donna @Morning_Joe @JoeNBC @MSNBC I didn't see Dems sitting on the floor to protect u from Zika,,,,,,,,,,,,748613649871343616
221,20738,@pattonoswalt @realDonaldTrump @SpeakerRyan literally a frog would do more to protect us from Zika than he has.,,1.0,,,,,,,,,,763519763104628736
222,17976,The Economist | The Zika virus: Let us spray https://t.co/P2pW1WsFxy via @TheEconomist #Zika,,,,,,,,,,,,693675089263394816
223,5766,.@YorkCountySCGov holding a press conference today on spraying for the #Zika virus in Hickory Grove. I'll be tweeting updates from there.,,,,,,,,,,,,775725135059910660
224,6146,"@AmandiOnAir on Zika, heavy spraying will create void n food chain 4 fish, geckos, birds...'boomerang effect' in months, my pest exp. 25yrs",,1.0,,,,,,,,1.0,,773624922367111168
225,30896,@NekiMohan 2 am I found it weird they're spraying in lemon City .... So zika is spreading?,,1.0,,,,,,,,,,779655439004921856
226,8408,@MatthewModine @darrowbythirsk I'm doctor in Brazil and we're scared and still learning about Zika but repellent &amp; condoms are essential,,1.0,,,,,,,,,,772496971403755523
227,30033,"@SpeakerRyan great protect us from zika but how dare you close the southern border, terrorist thugs you hypocrite lying corrupt politician",,1.0,,,,,,,,,,736274741682679808
228,31153,"In our September blog, Dr. Monica Best provides information on the Zika infection and how to protect yourself and... https://t.co/bdA6uOmAKR",,,,,,,,,,,,777507474840707073
229,7115,"We need facts and funding, not fear, to fight #Zika virus and protect our moms&amp;babies. Join us! https://t.co/0fjwIdNEAQ",,,,,,,,,,,,730429378283241474
230,30140,"Instead of protecting the American people from #Zika, @POTUS decided to protect us from... https://t.co/5U0DHGNPqn via @Heritage",,,,,,,,,,,,735829923735162880
231,30123,I'll continue 2 report REPUTABLE recommendations 4 mosquito protection -NOT about MY preferences -about what's SAFE &amp; EFFECTIVE Zika &amp; more!,,,,,,,,,,,,735795510196342788
232,17483,Clinton says she's for women but not once have I heard her mention about the zika virus and how to protect women,,1.0,,,,,,,,,,726183100573736960
233,14686,Q: What can I do to protect myself from Zika? A: The best protection from Zika virus is preventing mosquito bites. https://t.co/QKrjU6HbSA,,,,,,,,,,,,768964372634832896
234,18059,#USAfricaBF Blog: RT WHO: #Zika  Q: What can I do to protect myself and my family?  A: … https://t.co/8pPjlq36TH https://t.co/gPi7fopT8P,,,,,,,,,,,,693863208596193280
235,15112,"Zika doesn’t take a vacation. @SenatorCollins, act NOW to approve the emergency funding we need to protect our health! #StopZika",,,,,,,,,,,,745660253887303681
236,3346,@ParaKitoUSA Q7 Disease!  ZIKA and West Nile   the dog is protected why not me too lol  #pkchat,,,,,,,,,,,,727299209515388928
237,24331,'We won’t spray our way out of this insect-borne disease.' https://t.co/cgw94zWSth #StopTheMosquito #zika,,,,,,,,,,,,743929589248843776
238,18728,We must protect pregnant women from the Zika virus https://t.co/iMs3yWyCpT,,,,,,,,,,,,770384413792145408
239,3592,#educateyourself yourself about the #ZikaVirus. Learn about our #BeFree Mosquito repellent @ https://t.co/Ku7Lt6c4GM https://t.co/jVNOX5P7zy,,,,,,,,,,,,727186493966553088
240,7237,#FF we are THE ONLY natural range that protects against #Zika &amp; #malaria carrying #mosquitoes @TBOSutton @Ecobears @ianbrodie @ixpo,,,,,,,,,,,,700704092918784000
241,4099,Combating Zika is something we must do together and everyone must do their part to take precaution in order to protect our state.,,1.0,,,,,,,,,,771733081111814145
242,8746,@jerebaxtermp  informing the local community about #Zikavirus and how we can protect ourselves.#MNPSSymposium https://t.co/2BOdFwXLyH,,,,,,,,,,,,710222387791400960
243,14567,@SpeakerRyan good grief protect us from terrorists... More people are dying from their attacks than the Zika virus you are touting.. Geez,,1.0,,,,,,,,,,745820525168107521
244,19446,Zika out here killing niggas I need that off spray,,1.0,,,,,,,,,,764966138371530753
245,1893,Zika .. the spraying is killing our bees!! Wake up!! #Greed... https://t.co/KKsXNK1VKg,,1.0,,,,,,,,1.0,,771435884801503232
246,30699,"@ElsaCalduch Thus African, Asian, Arabic, ME Jewish populations with possible immunity to the 'old' Zika will not be protected against Zika+",,,,,,,,,,,,756886952192970752
247,32357,Look out #mosquitoes I'm armed and dangerous!  Find out which #repellents work on @whiotv #ZikaVirus #westnilevirus https://t.co/MBgCYAnP6W,,,,,,,,,,,,735510168776146944
248,29736,"The Zika virus can be spread through sexual contact, all I want to know is who is having unprotected sex with mosquitos!  #ZikaVirus",,1.0,,,,,,,,,,696058344444977152
249,21660,"Until Congress protects us from Zika, they have no right to talk about threats to USA. I am more worried about mosquitos  than ISIS.",,1.0,,,,,,,,,,761591010530955265
250,11168,"@espn I would not send our ppl to the games, no protect from who ever &amp; zika virus. And the leaders said their is nothing they can do.",,1.0,,,,,,,,,,744182360883724288
251,10781,"please don't spray zika monstanto poison on us, we will take our chances. Please don't spray anything on us, we r okay thxs",,1.0,,,,,,,,1.0,,763084746897301504
252,22218,@Morning_Joe Zika Miami problem is growing no spraying is going on I know I live here! Pls help get the message to the right forum.,,,,,,,,,,,,763845252411121664
253,27830,The Zika virus has made itself known in my little town already. I'm buying stock in mosquito repellent now.,,1.0,,,,,,,,,,694902183129542656
254,2881,What lessons did we learn from Zika spraying? - https://t.co/GHVt6TywgC https://t.co/YiuJAiSKBi,,,,,,,,,,,,772034774068330496
255,20968,Carrot Face said this about the Zika virus in Fla.  'I see what they're doing with the spraying and everything else... #Trump.   Words fail.,,1.0,,,,,,,,,,761008342437429248
256,16718,God Please protect me from The Zika Verus 🙏🏾,,1.0,,,,,,,,,,760659902154932224
257,20930,And organic/homemade repellents just aren't the same as deet...I was too cool for bug spray; now I have Zika https://t.co/G8nVjpSAgP,,1.0,,,,,,,,,,748300968010211328
258,5483,ZikV?? SHOO! Our natural mosquito repellent is one way to protect your children and yourself - adult version also... http://t.co/APTiloh9qN,,,,,,,,,,,,603543630947753984
259,20696,We all must work together to protect #PublicHealth and preparation is key! #Zika https://t.co/h8FhQ8IKQy,,,,,,,,,,,,763470679572291585
260,14666,Planning to be outside? Stock up on bug spray at our CVS and skip the mosquitoes  Queens Chapel Rd. #hyattsvillemd #zika,,,,,,,,,,,,746078141513404416
261,11403,Worried about #Zikavirus? So are we. Check out our site for what you need to know to protect against #Zika: https://t.co/R7GdEsCQD9,,,,,,,,,,,,724587766252756993
262,23138,For clarity I believe they are spraying for the (caughs) Zika virus. Hrmm.,,1.0,,,,,,,,,,762231257493188608
