Unnamed: 0,tweets_pronouns,Notes,FP,Observe mosquito,Mosquito Bite,Observe spraying,General spraying observation,Spraying for self,Spraying for someone else,Other kind of intervention,Environmental consequences,Conspiracies
26682,"Lady filling basket with bug spray. Another woman asks if she's going on vacation. 'Yes, Costa Rica. I'm a little beyond nervous.' #zika",,1,,,,,,,,,
2379,We need tools &amp; resources to protect Americans from #ZikaVirus. Join @PublicHealth in telling Congress to act now: https://t.co/vzxFs0rrDG,,,,,,,,,,,
21161,I wonder if that spray will make the people sick!!!! #Zika #msnbc,,1,,,,,,,,,
13346,They spraying pesticides for Zika now. I wonder what else they spraying.,,1,,,1,,,,,,
32231,Our Bug Baffler products can help protect you from #Zika at the 2016 @Olympics! #staysafe #Rio2016 #insectprotection,,,,,,,,,,,
21538,Hopefully Zika never reaches Dallas because I don't like to put on mosquito spray.,,1,,,,,,,,,
6593,#Zika no problem we make the finest all natural repellent on the market  Made in USA free shipping https://t.co/2xFqAWV2eN,,,,,,,,,,,
31059,Avoiding the risk of Zika involves more than bug spray. We need policies that protect reproductive health: https://t.co/Jd8Tf1yXcZ,,,,,,,,,,,
16713,Also copped some bug repellent that's 98.11% Deet. I'm not playing with these hoe ass Zika mosquitos in Costa Rica.,,1,,,,,1,,,,
15465,6 more days till I I'm in Jamaica got to start packing though. Get all the bug spray and stuff mosquitos ain't no joke and zika.,,1,,,,,1,,,,
2763,'Stop. This is crazy... We can't live without these honeybees': Zika spraying kills... https://t.co/AexilLZTuk by @CNN via @c0nvey,,,,,,,,,,,
3924,"Lord knows what else is in the spray- damaging to us??? Zika's an easy, unGodly scary justification for malintent https://t.co/d5wcEMtkm2",,1,,,,,,,,,
1782,Houston's mosquito hunters take on Zika: 'We cannot spray our way out' https://t.co/q2selcKK5c #GoodbyeMosquitoes #HelloYard,,,,,,,,,,,
7543,"#SoFL, stay informed on #Zikavirus. Visit us to learn valuable mosquito facts &amp; how to protect yourself from Zika.… https://t.co/ZFdllt6bA1",,,,,,,,,,,
10552,@Oooooo_Donna @Morning_Joe @JoeNBC @MSNBC I didn't see Dems sitting on the floor to protect u from Zika,,,,,,,,,,,
20738,@pattonoswalt @realDonaldTrump @SpeakerRyan literally a frog would do more to protect us from Zika than he has.,,1,,,,,,,,,
17976,The Economist | The Zika virus: Let us spray https://t.co/P2pW1WsFxy via @TheEconomist #Zika,,,,,,,,,,,
5766,.@YorkCountySCGov holding a press conference today on spraying for the #Zika virus in Hickory Grove. I'll be tweeting updates from there.,,,,,,,,,,,
6146,"@AmandiOnAir on Zika, heavy spraying will create void n food chain 4 fish, geckos, birds...'boomerang effect' in months, my pest exp. 25yrs",,1,,,,,,,,1,
30896,@NekiMohan 2 am I found it weird they're spraying in lemon City .... So zika is spreading?,,1,,,,,,,,,
8408,@MatthewModine @darrowbythirsk I'm doctor in Brazil and we're scared and still learning about Zika but repellent &amp; condoms are essential,,1,,,,,,,,,
30033,"@SpeakerRyan great protect us from zika but how dare you close the southern border, terrorist thugs you hypocrite lying corrupt politician",,1,,,,,,,,,
31153,"In our September blog, Dr. Monica Best provides information on the Zika infection and how to protect yourself and... https://t.co/bdA6uOmAKR",,,,,,,,,,,
7115,"We need facts and funding, not fear, to fight #Zika virus and protect our moms&amp;babies. Join us! https://t.co/0fjwIdNEAQ",,,,,,,,,,,
30140,"Instead of protecting the American people from #Zika, @POTUS decided to protect us from... https://t.co/5U0DHGNPqn via @Heritage",,,,,,,,,,,
30123,I'll continue 2 report REPUTABLE recommendations 4 mosquito protection -NOT about MY preferences -about what's SAFE &amp; EFFECTIVE Zika &amp; more!,,,,,,,,,,,
17483,Clinton says she's for women but not once have I heard her mention about the zika virus and how to protect women,,1,,,,,,,,,
14686,Q: What can I do to protect myself from Zika? A: The best protection from Zika virus is preventing mosquito bites. https://t.co/QKrjU6HbSA,,,,,,,,,,,
18059,#USAfricaBF Blog: RT WHO: #Zika  Q: What can I do to protect myself and my family?  A: … https://t.co/8pPjlq36TH https://t.co/gPi7fopT8P,,,,,,,,,,,
15112,"Zika doesn’t take a vacation. @SenatorCollins, act NOW to approve the emergency funding we need to protect our health! #StopZika",,,,,,,,,,,
3346,@ParaKitoUSA Q7 Disease!  ZIKA and West Nile   the dog is protected why not me too lol  #pkchat,,,,,,,,,,,
24331,'We won’t spray our way out of this insect-borne disease.' https://t.co/cgw94zWSth #StopTheMosquito #zika,,,,,,,,,,,
18728,We must protect pregnant women from the Zika virus https://t.co/iMs3yWyCpT,,,,,,,,,,,
3592,#educateyourself yourself about the #ZikaVirus. Learn about our #BeFree Mosquito repellent @ https://t.co/Ku7Lt6c4GM https://t.co/jVNOX5P7zy,,,,,,,,,,,
7237,#FF we are THE ONLY natural range that protects against #Zika &amp; #malaria carrying #mosquitoes @TBOSutton @Ecobears @ianbrodie @ixpo,,,,,,,,,,,
4099,Combating Zika is something we must do together and everyone must do their part to take precaution in order to protect our state.,,1,,,,,,,,,
8746,@jerebaxtermp  informing the local community about #Zikavirus and how we can protect ourselves.#MNPSSymposium https://t.co/2BOdFwXLyH,,,,,,,,,,,
14567,@SpeakerRyan good grief protect us from terrorists... More people are dying from their attacks than the Zika virus you are touting.. Geez,,1,,,,,,,,,
19446,Zika out here killing niggas I need that off spray,,1,,,,,,,,,
1893,Zika .. the spraying is killing our bees!! Wake up!! #Greed... https://t.co/KKsXNK1VKg,,1,,,,,,,,1,
30699,"@ElsaCalduch Thus African, Asian, Arabic, ME Jewish populations with possible immunity to the 'old' Zika will not be protected against Zika+",,,,,,,,,,,
32357,Look out #mosquitoes I'm armed and dangerous!  Find out which #repellents work on @whiotv #ZikaVirus #westnilevirus https://t.co/MBgCYAnP6W,,,,,,,,,,,
29736,"The Zika virus can be spread through sexual contact, all I want to know is who is having unprotected sex with mosquitos!  #ZikaVirus",,1,,,,,,,,,
21660,"Until Congress protects us from Zika, they have no right to talk about threats to USA. I am more worried about mosquitos  than ISIS.",,1,,,,,,,,,
11168,"@espn I would not send our ppl to the games, no protect from who ever &amp; zika virus. And the leaders said their is nothing they can do.",,1,,,,,,,,,
10781,"please don't spray zika monstanto poison on us, we will take our chances. Please don't spray anything on us, we r okay thxs",,1,,,,,,,,1,
22218,@Morning_Joe Zika Miami problem is growing no spraying is going on I know I live here! Pls help get the message to the right forum.,,,,,,,,,,,
27830,The Zika virus has made itself known in my little town already. I'm buying stock in mosquito repellent now.,,1,,,,,,,,,
2881,What lessons did we learn from Zika spraying? - https://t.co/GHVt6TywgC https://t.co/YiuJAiSKBi,,,,,,,,,,,
20968,Carrot Face said this about the Zika virus in Fla.  'I see what they're doing with the spraying and everything else... #Trump.   Words fail.,,1,,,,,,,,,
16718,God Please protect me from The Zika Verus 🙏🏾,,1,,,,,,,,,
20930,And organic/homemade repellents just aren't the same as deet...I was too cool for bug spray; now I have Zika https://t.co/G8nVjpSAgP,,1,,,,,,,,,
5483,ZikV?? SHOO! Our natural mosquito repellent is one way to protect your children and yourself - adult version also... http://t.co/APTiloh9qN,,,,,,,,,,,
20696,We all must work together to protect #PublicHealth and preparation is key! #Zika https://t.co/h8FhQ8IKQy,,,,,,,,,,,
14666,Planning to be outside? Stock up on bug spray at our CVS and skip the mosquitoes  Queens Chapel Rd. #hyattsvillemd #zika,,,,,,,,,,,
11403,Worried about #Zikavirus? So are we. Check out our site for what you need to know to protect against #Zika: https://t.co/R7GdEsCQD9,,,,,,,,,,,
23138,For clarity I believe they are spraying for the (caughs) Zika virus. Hrmm.,,1,,,,,,,,,
